t,Euler,k1,Midpt,k1,k2,RK4,k1,k2,k3,k4
24.8,-15415.396640,-1232.681782,-15475.705026,-1232.614772,-1235.046294,-15475.702792,-1232.614775,-1235.046296,-1235.046161,-1237.477547,
24.9,-15538.664819,-1237.544817,-15599.209655,-1237.477545,-1239.908796,-15599.207413,-1237.477547,-1239.908799,-1239.908663,-1242.339780,
25.0,-15662.419300,-1242.407312,-15723.200535,-1242.339777,-1244.770758,-15723.198284,-1242.339780,-1244.770761,-1244.770626,-1247.201472,
25.1,-15786.660031,-1247.269267,-15847.677611,-1247.201469,-1249.632180,-15847.675351,-1247.201472,-1249.632183,-1249.632048,-1252.062624,
25.2,-15911.386958,-1252.130681,-15972.640829,-1252.062621,-1254.493062,-15972.638560,-1252.062624,-1254.493065,-1254.492930,-1256.923236,
25.3,-16036.600026,-1256.991556,-16098.090135,-1256.923233,-1259.353404,-16098.087857,-1256.923236,-1259.353407,-1259.353272,-1261.783308,
25.4,-16162.299182,-1261.851890,-16224.025475,-1261.783305,-1264.213206,-16224.023189,-1261.783308,-1264.213208,-1264.213074,-1266.642839,
25.5,-16288.484371,-1266.711684,-16350.446796,-1266.642837,-1269.072468,-16350.444501,-1266.642839,-1269.072470,-1269.072335,-1271.501831,
25.6,-16415.155539,-1271.570938,-16477.354043,-1271.501829,-1273.931190,-16477.351739,-1271.501831,-1273.931192,-1273.931057,-1276.360284,
25.7,-16542.312633,-1276.429653,-16604.747162,-1276.360281,-1278.789372,-16604.744849,-1276.360284,-1278.789375,-1278.789240,-1281.218196,
25.8,-16669.955598,-1281.287827,-16732.626099,-1281.218193,-1283.647014,-16732.623778,-1281.218196,-1283.647017,-1283.646882,-1286.075568,
25.9,-16798.084381,-1286.145462,-16860.990800,-1286.075566,-1288.504117,-16860.988470,-1286.075568,-1288.504120,-1288.503985,-1290.932401,
26.0,-16926.698927,-1291.002557,-16989.841212,-1290.932399,-1293.360680,-16989.838873,-1290.932401,-1293.360683,-1293.360548,-1295.788695,
26.1,-17055.799183,-1295.859112,-17119.177280,-1295.788692,-1298.216704,-17119.174933,-1295.788695,-1298.216706,-1298.216571,-1300.644448,
26.2,-17185.385094,-1300.715128,-17248.998950,-1300.644446,-1303.072188,-17248.996594,-1300.644448,-1303.072190,-1303.072055,-1305.499662,
26.3,-17315.456607,-1305.570604,-17379.306169,-1305.499660,-1307.927132,-17379.303804,-1305.499662,-1307.927135,-1307.927000,-1310.354337,
26.4,-17446.013667,-1310.425540,-17510.098882,-1310.354335,-1312.781537,-17510.096509,-1310.354337,-1312.781540,-1312.781405,-1315.208473,
26.5,-17577.056221,-1315.279938,-17641.377036,-1315.208470,-1317.635403,-17641.374654,-1315.208473,-1317.635405,-1317.635271,-1320.062069,
26.6,-17708.584215,-1320.133795,-17773.140576,-1320.062066,-1322.488729,-17773.138185,-1320.062069,-1322.488732,-1322.488597,-1324.915126,
26.7,-17840.597595,-1324.987114,-17905.389449,-1324.915123,-1327.341516,-17905.387050,-1324.915126,-1327.341519,-1327.341384,-1329.767643,
26.8,-17973.096306,-1329.839893,-18038.123601,-1329.767640,-1332.193764,-18038.121193,-1329.767643,-1332.193767,-1332.193632,-1334.619622,
